Company,Title,Preferred Qualifications
Google,"Curriculum Architect Manager, Scaled Engagement and Learning, Google Technical Services","Experience developing learning needs analysis to map audience curriculum needs.
Experience designing curriculum assessments and shaping certification strategies.
Proven experience leading the design effort for strategic/flagship educational projects.
Ability to analyze, evaluate, plan and execute work on time and on budget.
Ability to address the needs of competing priorities and deadlines.
Strong team leadership, team building, mentoring and written/verbal communication skills."
Google,MBA Intern 2018,"Work experience prior to the MBA program in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing, Finance, Technical Sales and Operations, or related fields.
Demonstrated problem-solving skills, with the ability to handle highly strategic and challenging business problems.
Demonstrated interest in the Internet and Google's technology and business.
Ability to operate as a self-starter and independent thinker.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Effective written and verbal communication skills."
Google,"Strategy and Business Analyst, Go-to-Market, Google Marketing Solutions","MBA, Master's degree or PhD in a Management, Technical or Engineering field.
6 years of relevant work experience in a project management role at a management consulting firm or investment bank, or equivalent experience in a corporate role focused on strategic advisory (for example, an in-house corporate strategy or corporate development role).
Experience partnering with data science teams to develop predictive models and manage large data sets.
Experience working with high-growth technology clients, with the ability to manage ambitious strategic operationally complex projects with cross-functional teams.
Effective business judgment, along with a natural inclination to formulate hypotheses, design tests, and use problem-solving techniques to evaluate solutions."
Google,"Chief of Staff, Google Hardware","MBA and/or graduate degree.
Experience partnering effectively with cross-functional teams or projects.
Experience working with external C-level partners and an understanding of consumer products including retail distribution.
Ability to work across multiple functions - including Sales, Communications, Finance, with working knowledge of Product, Engineering, Marketing, Legal, HR and Operations.
Ability to effectively influence and communicate cross-functionally with all levels of management with exceptional verbal and written communication skills.
Effective Program Management skills, with demonstrated ability to lead complex strategic and operational initiatives."
Google,Lead Data Scientist,"Relevant PhD research or work experience.
Demonstrated familiarity with both Classical and Bayesian inference.
Familiarity with experimental design principles.
Ability to draw conclusions from data and recommend actions. Demonstrated interest and aptitude in data, metrics, analysis and trends.
Demonstrated willingness to both teach others and to learn new techniques.
Excellent problem-solving capabilities and critical thinking skills."
Google,MBA Intern (Korean-English Bilingual) 2018,"3 years of relevant work experience in the areas of mobile apps and games, mobile business, distribution channels, and competitive landscape.
Demonstrated passion for mobile apps and games, mobile technology, and the broader mobile business.
Excellent analytical skills, with the ability to overcome strategic business challenges.
Excellent critical-thinking skills, with the ability to demonstrate and maintain self-motivation."
Google,"Product Analyst, Data Science","BA/BS or Master's degree with emphasis on coursework of a quantitative nature (e.g., Statistics, Computer Science, Engineering, Mathematics, Data Sciences)
Experience in scripting with SQL, extracting large sets of data, and design of ETL flows
Work experience in an inter-disciplinary/cross-functional field.
Deep interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation.
Distinctive problem solving skills and impeccable business judgment.
Capable of translating analysis results into business recommendations. Strong written and verbal communication skills."
Google,MBA Intern 2018,"Work experience prior to the MBA program in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing, Finance, Technical Sales and Operations, or related fields.
Demonstrated problem-solving skills, with the ability to handle highly strategic and challenging business problems.
Demonstrated interest in the Internet and Google's technology and business.
Ability to operate as a self-starter and independent thinker.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Effective written and verbal communication skills."
Google,"MBA Intern, Summer 2018","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
Google,"MBA Intern, Summer 2018","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
Google,"MBA Intern, Summer 2018","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
Google,"Business Operations Lead, Google Play","Proficiency with SQL and Dremel, and familiarity with dashboard tools such as Duplos, Dasnav and/or Tableau.
Ability to pay attention to detail while handling multiple, simultaneous projects, with strong business acumen and the ability to navigate and influence personalities within a complex business environment.
Effective problem-solving and project management skills, and expertise implementing strategic and operational initiatives.
Excellent communication and facilitation skills."
Google,"Consumer Operations Product Support Manager, (Multiple Products)","MBA or other advanced degree
5 years of experience in Internet products and technologies.
Experience in providing excellent communication both cross-functionally and to all levels of stakeholders.
Ability to work well in a fast paced cross-functional team environment
Ability to work independently on project deliverables in a fast-paced ambiguous environment with proven success in project management, execution and multi-tasking."
Google,"Business Intern, Veteran","Demonstrated interest in the Internet and in Google’s technology and business.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a challenging environment.
Demonstrated ability to be a self-starter and independent thinker.
Effective analytical skills, with the ability to take on highly strategic and challenging business problems."
Google,"Product Analyst, Data Science","BA/BS or Master's degree with emphasis on coursework of a quantitative nature (e.g., Statistics, Computer Science, Engineering, Mathematics, Data Sciences)
Experience in scripting with SQL, extracting large sets of data, and design of ETL flows
Work experience in an inter-disciplinary/cross-functional field.
Deep interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation.
Distinctive problem solving skills and impeccable business judgment.
Capable of translating analysis results into business recommendations. Strong written and verbal communication skills."
Google,"Product Analytics Lead, Data Science","BA/BS or Master's degree with emphasis on coursework of a quantitative nature (e.g., Statistics, Computer Science, Engineering, Mathematics, Data Sciences).
Experience in scripting with SQL, extracting large sets of data, and design of ETL flows.
Work experience in an inter-disciplinary/cross-functional field.
Deep interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation.
Distinctive problem solving skills and impeccable business judgment.
Capable of translating analysis results into business recommendations. Strong written and verbal communication skills."
Google,"Business Strategy Lead, Phones Business","Ability to lead and handle multiple time-sensitive projects.
Creative and results driven, the ability to zoom from strategy to execution, business minded and collaborative.
Outstanding analytical skills and strong understanding of statistical modeling techniques.
Superb communication skills, the ability to comfortably interact with both partner’s and Google’s executive management."
Google,"Head of Business Development, Strategic Partnerships, Google Cloud","MBA, MS or other advanced degree.
Experience in SaaS, cloud platform, telecommunications, and/or IT infrastructure businesses.
Experience building and managing a team, and building key cross-functional relationships (product management, implementation, legal, finance, marketing, etc.).
Strong attention to detail, highly entrepreneurial, creative, open-minded, persistent, highly collaborative and passion for and understanding of Google products
Excellent interpersonal and communication skills to formulate and articulate contractual, technical, financial and value points with partners.
Ability to travel 20%."
Google,"Strategy and Operations Manager, Consumer Hardware Products","Project management experience.
Strong product knowledge and interest in keeping up with latest relevant technology.
Understanding of statistical modeling techniques.
Ability to lead and handle multiple time-sensitive projects.
Excellent analytical skills.
Excellent communication skills, with the ability to comfortably interact with partners and executive management."
Google,"Global Head of Strategy and Operations, Brand Studio","Experience in a role requiring rigorous analytical problem solving, quantitative analysis, and communicating findings to management.
Experience in team management, with the ability to work across teams, build relationships and influence management.
Ability to work through ambiguity in a fast-changing environment, with an entrepreneurial approach.
Excellent written and oral communication and interpersonal skills."
Google,"SMB Sales Manager, International, Google Cloud","MBA.
Experience managing senior stakeholders in a matrixed organization.
Experience working in a scaled environment in inside-sales, IT sales, marketing or operations.
Proven ability to deliver projects on time and to budget, and ability to effectively operate with enthusiasm and flexibility in a fast-paced, constantly evolving team environment.
Ability to initiate manage multiple complex, cross functional projects with minimal guidance. Ability to translate analysis and insights into actionable business plans.
Demonstrated organizational, problem solving, project management, interpersonal and leadership skills."
Google,Global Business Strategy Manager,"MBA or graduate degree in a management, technical or engineering field.
8 years of relevant work experience in consulting, software, internet and/or media industries.
Experience leading complex operational and strategic initiatives.
Demonstrated ability to present to executives and communicate with highly technical management team.
Distinctive problem-solving and analysis skills, combined with impeccable business judgment.
Excellent written/verbal communication and interpersonal skills."
Google,"Product Analyst, Data Science","BA/BS or Master's degree with emphasis on coursework of a quantitative nature (e.g., Statistics, Computer Science, Engineering, Mathematics, Data Sciences)
Experience in scripting with SQL, extracting large sets of data, and design of ETL flows
Work experience in an inter-disciplinary/cross-functional field.
Deep interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation.
Distinctive problem solving skills and impeccable business judgment.
Capable of translating analysis results into business recommendations. Strong written and verbal communication skills."
Google,"Project Manager (EMEA), Customer Experience, Go-to-Market","Experience working with quantitative and qualitative research methods.
Effective project management skills, with the ability to operate in a fast-paced organization. Ability to map customer journeys.
Entrepreneurial, with a passion to change the ‘established’ way of doing things.
Strong influencing, interpersonal and networking skills, with the ability to work with both technical and business stakeholders across multiple functions and at multiple levels, as well as with peers.
Excellent problem-solving and analytical skills, with a demonstrated ability to handle complex work."
Google,MBA Intern 2018,"Work experience prior to the MBA program in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing, Finance, Technical Sales and Operations, or related fields.
Demonstrated problem-solving skills, with the ability to handle highly strategic and challenging business problems.
Demonstrated interest in the Internet and Google's technology and business.
Ability to operate as a self-starter and independent thinker.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Effective written and verbal communication skills."
Google,"Global Business Strategy Manager, Sales Productivity, Central Strategy and Operations","MBA or graduate degree in a management, technical or engineering field.
6 years of relevant work experience in consulting; software, internet and/or media industries.
Experience leading complex operational and strategic initiatives.
Distinctive problem-solving and analysis skills, combined with impeccable business judgment.
Ability to present to executives and communicate with a highly technical management team.
Excellent written and oral communication and interpersonal skills."
YouTube,"Scaled Abuse Analyst, YouTube","Experience with classification systems, ranking systems or similar.
Experience collecting, managing and synthesizing large data sets and information from disparate sources, statistical modeling, data mining and data analysis.
Consultative problem solving and excellent project management experience coupled with strengths in data management, metrics analysis, experiment design and automation.
Highly analytical with strong demonstrated track record of problem solving and a quantitative mind, capable of translating analytical insights into business strategies and actions.
Demonstrate high-level product and policy knowledge, the ability to both understand and design training roadmaps and an ability to communicate and persuade between multiple levels.
A proven history of creating opportunities to innovate and seeing them through to completion is critical, especially when working in complex international and multifunctional teams."
Google,"Partner Strategy Planning Lead, Google Cloud","Demonstrated analytical and problem-solving skills: Experience and comfort with large data sets and strong data analytics skills. Distinctive problem solving and analysis skills, combined with impeccable business judgment.
A proven ability to be successful in a complex, globally scaled product, sales and engineering environment; experience planning and managing at both the strategic and operational level. Organized, detail-oriented and strategically focused.
Knowledge of cloud technologies, products, and market landscape.
Distinctive analytical skills and superior ability to present to executives and communicate with highly technical management teams."
Google,"Business Systems Analyst, PLM and CAD","MA/MS degree.
Agile/CREO/Windchill implementation experience.
Mechanical Engineering background.
Detailed knowledge of Supply Chain Processes, systems background related to supply chain and relational databases.
Familiarity with PLM industry best practices.
Ability to deal with ambiguity and thrive in a rapidly changing business environment."
Google,"Lead Product Analyst, Data Science","Master's degree in a quantitative field (Statistics, Computer Science, Engineering, Mathematics).
Experience in coding with Java, C++, Python, PHP or similar language.
Experience in translating analysis results into business recommendations and business questions into an analysis framework.
Knowledge of measurement, statistics and program evaluation, with an interest and aptitude in data, metrics, analysis and trends.
Excellent problem-solving capabilities and critical thinking skills.
Effective analytical, and communication skills with impeccable business judgment."
Google,"MBA Intern, Summer 2018","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
Google,MBA Intern 2018,"Work experience prior to the MBA program in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing, Finance, Technical Sales and Operations, or related fields.
Demonstrated problem-solving skills, with the ability to handle highly strategic and challenging business problems.
Demonstrated interest in the Internet and Google's technology and business.
Ability to operate as a self-starter and independent thinker.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Effective written and verbal communication skills."
Google,"Global Business Strategy Manager, Sales Productivity, Central Strategy and Operations","MBA or graduate degree in a management, technical or engineering field.
6 years of relevant work experience in consulting; software, internet and/or media industries.
Experience leading complex operational and strategic initiatives.
Distinctive problem-solving and analysis skills, combined with impeccable business judgment.
Ability to present to executives and communicate with a highly technical management team.
Excellent written and oral communication and interpersonal skills."
Google,Network Business Analyst,"Experience translating complex data and quantitative analysis into business insights and recommendations.
Strong business acumen and communication skills to deliver findings of analysis.
Excellent interpersonal and teamwork skills.
Excellent written and verbal communication skills with the ability to present complex technical information in a clear and concise manner to executives and non-technical leaders."
Google,"Strategy and Operations Manager, Go-To-Market, Partnerships","MBA or Master's degree.
Demonstrated ability to embrace change, taking extra efforts in a fast-paced, dynamic environment.
Effective creative, written and oral communication and presentation skills, with a strategic mindset and attention to detail."
Google,"Business Analyst, Google Play Partner Promotions Strategy","MBA or advanced graduate degree in a management, technical or engineering field
Experience in leading complex operational and strategic initiatives, and interacting with Business Leads or Product Managers.
Experience in practical business modeling or financial modeling
Distinctive problem solving and analytical skills, combined with impeccable business judgment.
Ability to present to executives and communicate with highly technical management team.
Excellent business acumen, written, and oral communication and interpersonal skills."
Google,"Head of Go-To-Market, Brazil","MBA or Master's degree.
Ability to pay attention to detail while handling multiple, simultaneous projects under deadline pressure.
Strong business acumen and the ability to successfully navigate and influence strong personalities within a complex business environment.
Distinctive problem solving and analysis skills, and impeccable business judgment."
Google,MBA Intern 2018,"Work experience prior to the MBA program in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing, Finance, Technical Sales and Operations, or related fields.
Demonstrated problem-solving skills, with the ability to handle highly strategic and challenging business problems.
Demonstrated interest in the Internet and Google's technology and business.
Ability to operate as a self-starter and independent thinker.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Effective written and verbal communication skills."
Google,"Data Scientist / Quantitative Analyst Technical Lead, Engineering","PhD degree in a quantitative discipline (e.g., statistics, operations research, bioinformatics, economics, computational biology, computer science, mathematics, physics, electrical engineering, industrial engineering).
12 years of directly relevant, tech industry work experience (e.g., as a statistician / bioinformatician / data scientist), including deep expertise and experience with statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods. Analytical engagements outside class work while at school can be included.
8 years of demonstrated leadership and self-direction. Demonstrated willingness to both teach others and learn new techniques, including people management.
Applied experience with machine learning on large datasets.
Experience articulating business questions and using mathematical techniques to arrive at an answer using available data. Experience translating analysis results into business recommendations.
Demonstrated skills in selecting the right statistical tools given a data analysis problem. Demonstrated effective written and verbal communication skills."
Google,"Head of Platforms and Display, Go-to-Market Strategy and Operations","MBA or advanced graduate degree in a management, technical or engineering field.
7 years of experience at a leading consulting firm and/or a digital media or advertising technology company.
Distinctive problem-solving, analytical and project management skills, including experience executing complex strategic and operational sales initiatives.
Effective communication skills, with the ability to build relationships with stakeholders and influence personalities within a complex business environment."
Google,"Business Strategy Lead, Phone Accessories (Google Hardware)","Experience with smartphone accessories
Ability to lead and handle multiple time-sensitive projects
Creative and results driven, the ability to zoom from strategy to execution, business minded and collaborative.
Outstanding analytical skills and strong understanding of statistical modeling techniques.
Superb communication skills, the ability to comfortably interact with both partner’s and Google’s executive management."
YouTube,"Product Strategist, Growth, YouTube","10 years of experience in an analytically-intensive role, such as management consulting, investment banking, business intelligence, data science, or corporate strategy
Experience building software products, either as a product manager or engineer
Background in computer science, statistics, machine learning, or financial analysis.
Additional statistical analysis experience (e.g. R, Python, STATA, MATLAB) or expertise in the data analysis workflow (data mining, statistical analysis, etc.)"
Google,"Strategy Associate, Search and Assistant Distribution, Global Partnerships","MBA, Master's degree or PhD.
Experience at a Management Consulting firm and/or in a Corporate Strategy role for a technology company.
Ability to collaborate with stakeholders and to influence change across all levels within an organization.
Ability to understand complex technical and product concepts, with excellent interpersonal and communication skills to formulate and articulate business, financial and other points of value with partners.
Entrepreneurial, comfortable with ambiguity, self-motivated, creative, intellectually curious, and highly collaborative, with a passion for and understanding of Google products."
Google,"Agency Go-to-Market and Business Analytics Manager, Spanish Speaking LatAm","MBA from a business school.
In-depth knowledge of media/creative agency industry.
Bias towards action and detail; able to self-direct work in an unstructured environment.
Excellent partnership and collaboration skills with product and cross-functions.
Tolerance for ambiguity and ability to work in a fast-changing environment, with an entrepreneurial approach.
Outstanding oral and written communication skills, able to move from detail to executive level strategy and develop succinct, convincing C-level presentations."
Google,"Enterprise Customer Development Representative, Google Cloud (German)","Experience or internship in sales, customer support, account management, business analysis, marketing or consulting, in the technology industry.
Technically minded, with a understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform).
Ability to effectively operate with high energy and flexibility in a fast-paced, constantly evolving team environment.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Goal oriented, self-motivated individual who is confident, thorough, tenacious with strong analytical skills. Demonstrated organizational and project management capabilities.
Strong communication and presentation skills, both written and verbal."
Google,Strategy and Insights Associate/Manager,"MBA or PhD degree.
Experience working with third-party research partners.
Deep industry experience in one or more vertical: Online (Apps, E-Commerce, Entertainment), CPG/Retail, Tech/Telco, Financial Services, Travel, Hospitality
Knowledge of Google media solutions (Search, Display, Video, Apps) and competitor products
Proficiency in database management (SQL) and/or statistical modeling (SPSS)"
Google,"Go-To-Market Strategy Manager (EMEA), Pixel","Demonstrated project management experience.
Ability to be creative in using data to drive business decisions.
Ability to lead and handle multiple time-sensitive projects.
Strong business acumen and the ability to successfully navigate and influence within a complex and matrixed business environment.
Strategic business planning skills.
Excellent communication, interpersonal, and presentation skills. Analytical and detail-oriented skills with the ability to clarify and summarize complex issues."
Google,"Strategy and Operations Analyst, Ad Grants","MBA, Master's degree or PhD.
Experience working with statistics and experiment design.
Familiarity within the nonprofit sector.
Demonstrated ability to strategically analyze and synthesize data into actionable insights.
Effective spreadsheet and database query skills (e.g. SQL, etc)."
YouTube,"Principal, Strategy, YouTube","MBA or Master's degree in Computer Science, Engineering or related field.
Ability to communicate and influence effectively by presenting data in a compelling way.
Effective problem solving and analysis skills, and impeccable business judgment.
Excellent spreadsheet software, financial modeling and presentation software skills."
Google,"Go-to-Market Specialist, Google Cloud","MBA, Master's degree or PhD in a Management, Technical or Engineering field.
Experience vending Amazon Web Services and Microsoft Azure to enterprises.
Experience building lasting relationships with key accounts, with the ability to work towards strategic goals in a fast-paced team environment.
Background in a Sales, Technical Sales, Technical Product Marketing, Product Growth and/or Business Development role.
Effective communication, consultation and technical skills with expertise in cloud technologies."
Google,"MBA Intern, Summer 2018","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
Google,Risk and Compliance Manager,"MBA, Master's degree or PhD in a Business related field.
Experience coding with SQL and/or AppSript.
Experience implementing and managing programs, designing and implementing processes/controls, with a background in the internet industry.
Experience engaging with and crafting communications.
Familiarity/background in system implementations (CRM, accounting, process workflows, etc).
Excellent quantitative, editorial and presentation skills; innovative, organized, thorough, and detail-oriented."
Google,"Business Analyst Intern, Summer 2018","Deep interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation.
Distinctive problem solving skills and good business judgment.
Capable of translating analysis results into business recommendations.
Strong written and verbal communication skills.
Authorization to work in the United States."
Google,Android Device Strategy Lead,"MBA or equivalent extensive strategy experience.
Ability to lead and handle multiple time-sensitive projects.
Passion for mobile devices.
Creative, results driven, business minded, and collaborative.
Excellent communication skills with the ability to turn a high level concept into a well defined narrative with executive ready materials."
Google,"Market Intelligence Analyst, Consumer Hardware Products","Demonstrated understanding of statistical modeling techniques. Ability to effectively influence and communicate cross-functionally across all levels.
Demonstrated accountability, with the ability to take ownership of the end-to-end project life cycle.
Creative, results-driven, business minded, and collaborative, with the ability to seamlessly move between strategy and execution.
Excellent written and verbal communication and presentation skills, with the ability to comfortably interact with technical and non-technical groups, partners and Google’s executive management."
Google,"Business Analyst, Strategic Relationships, Japan","3 years of experience with partnerships and strategy consulting.
Experience presenting to senior-level audiences.
Demonstrated ability to work with cross-functional teams and build strong relationships across internal teams.
Demonstrated project management skills.
Excellent problem-solving and analytical skills, combined with impeccable business judgment.
Excellent written and verbal communication skills."
Google,"User Engagement Strategy Manager, Google Technical Services, Scaled Engagement and Learning","MBA degree.
Consulting experience.
Product or technical experience.
Collaborative leader with proven track record of delivering business results while building commitments.
Strong problem solver."
Google,"Associate, Business Operations and Strategy","4 years of relevant work experience.
Experience at a management consulting firm, corporate strategy organization or technology-focused banking organization.
Early stage company experience.
Excellent problem-solving and analytical skills, with impeccable business judgment.
Effective modeling and presentation skills.
Excellent communication and interpersonal skills, with the ability to be personable yet persistent."
Google,"Strategy and Operations Excellence Analyst, Google Marketing Solutions","MBA, MS or other advanced degree.
Experience presenting to executives and analyzing large quantities of data with strong spreadsheet and database query experience (e.g., SQL).
Track record of thought leadership in applying data-driven models that have had a tangible impact on sales and marketing operations across international markets.
Ability to strategically analyze and synthesize data in order to develop useful formats and actionable insights.
Ability to consistently deliver quality outputs in a fast-paced environment, with an ability to work to tight deadlines. Extremely well-organized and capable of handling multiple projects and ad-hoc requests simultaneously.
Ability to work in and contribute to a fun, fast-paced, high impact and dynamic environment."
Google,"Go-to-Market Lead, Southeast Asia/India Partnerships","Successful track record of developing business plans, setting and supporting delivery against OKRs.
Proven success in project management and execution, multi-tasking and delegating.
Excellent written and verbal communication skills, strong stakeholder management and influencing skills."
Google,"MBA Intern, Summer 2018","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
Google,"Product Analyst, Data Science","BA/BS or Master's degree with emphasis on coursework of a quantitative nature (e.g., Statistics, Computer Science, Engineering, Mathematics, Data Sciences)
Experience in scripting with SQL, extracting large sets of data, and design of ETL flows
Work experience in an inter-disciplinary/cross-functional field.
Deep interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation.
Distinctive problem solving skills and impeccable business judgment.
Capable of translating analysis results into business recommendations. Strong written and verbal communication skills."
Google,"Data Scientist / Quantitative Analyst Technical Lead, Engineering","PhD degree in a quantitative discipline (e.g., statistics, operations research, bioinformatics, economics, computational biology, computer science, mathematics, physics, electrical engineering, industrial engineering).
12 years of directly relevant, tech industry work experience (e.g., as a statistician / bioinformatician / data scientist), including deep expertise and experience with statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods. Analytical engagements outside class work while at school can be included.
8 years of demonstrated leadership and self-direction. Demonstrated willingness to both teach others and learn new techniques, including people management.
Applied experience with machine learning on large datasets.
Experience articulating business questions and using mathematical techniques to arrive at an answer using available data. Experience translating analysis results into business recommendations.
Demonstrated skills in selecting the right statistical tools given a data analysis problem. Demonstrated effective written and verbal communication skills."
Google,MBA Intern 2018,"Work experience prior to the MBA program in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing, Finance, Technical Sales and Operations, or related fields.
Demonstrated problem-solving skills, with the ability to handle highly strategic and challenging business problems.
Demonstrated interest in the Internet and Google's technology and business.
Ability to operate as a self-starter and independent thinker.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Effective written and verbal communication skills."
Google,"Business Systems Analyst, Financial Applications","MA/MS degree.
10 years of relevant work experience.
Experience working with systems that handle sensitive data and with SOX controls and change management processes.
Track record in working on cross-functional, team projects.
Excellent interpersonal and communication skills, strong analytical skills, and ability to deal with ambiguity in a rapidly changing business environment."
Google,"Head of Growth Marketing Strategy, Google Play","MBA.
10 years of marketing experience with 2 years of push (email/notifications) marketing and/or CRM experience,
Understanding of how to target messaging and visuals to market and channel."
Google,"Go-to-Market Specialist, Google Cloud","MBA, Master's degree or PhD in a Management, Technical or Engineering field.
Experience vending Amazon Web Services and Microsoft Azure to enterprises.
Experience building lasting relationships with key accounts, with the ability to work towards strategic goals in a fast-paced team environment.
Background in a Sales, Technical Sales, Technical Product Marketing, Product Growth and/or Business Development role.
Effective communication, consultation and technical skills with expertise in cloud technologies."
Google,"MBA Intern, Summer 2018","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
Google,"Product Analytics Lead, Data Science","BA/BS or Master's degree with emphasis on coursework of a quantitative nature (e.g., Statistics, Computer Science, Engineering, Mathematics, Data Sciences).
Experience in scripting with SQL, extracting large sets of data, and design of ETL flows.
Work experience in an inter-disciplinary/cross-functional field.
Deep interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation.
Distinctive problem solving skills and impeccable business judgment.
Capable of translating analysis results into business recommendations. Strong written and verbal communication skills."
Google,MBA Intern 2018,"Work experience prior to the MBA program in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing, Finance, Technical Sales and Operations, or related fields.
Demonstrated problem-solving skills, with the ability to handle highly strategic and challenging business problems.
Demonstrated interest in the Internet and Google's technology and business.
Ability to operate as a self-starter and independent thinker.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Effective written and verbal communication skills."
Google,"BOLD Intern, Summer 2018","Analytical skills and an interest in taking on business problems.
Interpersonal and organizational skills, with the ability to navigate an ambiguous environment.
Interest in the technology industry and Google’s business."
Google,Accountant,"CPA or Chartered Accountant certification.
Experience with Oracle 11i.
Understanding of accounting principles.
Ability to effectively operate with flexibility in a fast paced, dynamic team environment. Ability to work independently.
Effective planning, interpersonal and communication skills.
Excellent attention to detail and analytical skills, with a high level of comfort in working with numbers and demonstrated expertise using spreadsheet software."
Google,"Internal Audit, Technology Auditor","MBA.
CISA/CISSP/PMP/CIA/CPA/CFE or related experience.
Experience in one of the following areas: technology consulting, system auditing, privacy, cyber-security, e-commerce, advertising (ads), cloud, online payments, online media and entertainment (e.g. YouTube), online content licensing royalty management, software development, supply chain systems and processes, HW manufacturing, financial processes and systems, Oracle financials, mergers and acquisitions, large project systems integration (e.g. ERP) or data analytics.
Ability to navigate through ambiguity, manage and coordinate multiple project assignments and multiple teams simultaneously in a fast-paced, deadline-driven environment, accepting ownership and accountability of the process and deliver on commitments.
Ability and willingness to take initiative to address problems and make continuous process improvements.
Exceptional written and verbal communication skills; interpersonal skills; work cross-functionally."
Google,"Senior Technology Auditor, Internal Audit","MBA degree.
CISA/CISSP/PMP/CIA/CPA/CFE or related experience.
Experience in one or more of the following areas: technology consulting, system auditing, privacy, cyber-security, e-commerce, advertising (ads), cloud, online payments, online media and entertainment (e.g. YouTube), online content licensing royalty management, software development, supply chain systems and processes, HW manufacturing, financial processes and systems, database financials, mergers and acquisitions, large project systems integration (e.g. ERP) or data analytics.
Ability to navigate through ambiguity, and to manage and coordinate multiple project assignments and multiple teams simultaneously in a fast-paced, deadline-driven environment, accepting ownership and accountability in order to deliver on commitments.
Demonstrated leadership skills, with the ability to take charge, to interact confidently with all levels, to set objectives, and to drive results while working as a team player.
Excellent communication and interpersonal skills with the ability to work with a wide variety of departments."
Google,Brand and Reputation Strategy Lead,"Understanding of accounting processes, terminology and finance.
Technical skills, including proficiency in SQL.
Ability to motivate teams and collaborate effectively to help influence leadership.
Effective written and presentation skills. Innovative, organized and thorough."
Google,"Payroll Operations Controller, Financial Operations (English, Portuguese)","Experience in process improvement.
Experience in project management and meticulous attention to detail.
Ability to work collaboratively, be diplomatic and influence stakeholders, vendors and international teams.
Effective leadership skills in coordinating cross-functional initiatives.
Effective analytical, problem solving and spreadsheet skills."
YouTube,"Risk Advisor, YouTube","MBA degree.
CPA certification.
Experience in finance project management.
Experience in an accounting firm.
Experience with large scale monetization, billing and accounting systems.
Experience working directly with Executive Management in a large international organization."
